country,model,reasoning,run_number,attempt,TT4G35A,TT4G35B,TT4G35C,TT4G35D,TT4G35E,TT4G35F,TT4G35G,TT4G35H,TT4G35I,TT4G35J,llm_response_id
Australia,xai.grok-4-fast-reasoning,high,9,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,461f2a6b-aa7d-411b-a89f-1d34a17446bf
Australia,anthropic.claude-4.5-haiku,low,1,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,b4ff9e7f-854e-4c3e-abe8-0c7aa3fb6cde
Australia,google.gemini-3-flash-preview,high,8,1,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,a8068a05-fa21-462c-8992-6a32e005f49e
Australia,anthropic.claude-4.5-haiku,low,10,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,2432dd56-8eeb-4bb1-a651-fb7c9cf6f725
Australia,google.gemini-3-flash-preview,high,10,1,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,00bf8391-fc0e-4cc9-86a1-0603f09fcffa
Australia,anthropic.claude-4.5-haiku,high,5,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,56086c4a-1893-4c5d-9a91-377e0c2aee28
Australia,xai.grok-4-fast-reasoning,high,6,1,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,ea8087d7-6fac-4542-b210-b68fdaae7f8d
Australia,anthropic.claude-4.5-haiku,high,3,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,3392d6b8-822b-4351-8013-fc189a07ac8d
Australia,google.gemini-3-flash-preview,high,1,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,b6e04b90-1c89-431a-a91c-efb27978e74a
Australia,xai.grok-4-fast-non-reasoning,none,6,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,06681b20-e2db-4cb0-aca8-24d021773193
Australia,xai.grok-4-fast-non-reasoning,none,2,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,0d6bd91e-2c80-4c2f-b8ba-d5b9571ca7ba
Australia,anthropic.claude-4.5-haiku,high,8,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,7a36489d-bc9a-4dc6-b43c-33cee68cbc1b
Australia,xai.grok-4-fast-non-reasoning,none,7,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,48be49c2-fcdd-4f15-8d55-6f6afc8b3f94
Australia,xai.grok-4-fast-reasoning,high,5,1,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,775c010f-31d6-42dd-a43d-b0438dc5e30c
Australia,xai.grok-4-fast-non-reasoning,none,5,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,a8e56eed-416d-4d07-8795-023657248fc0
Australia,google.gemini-3-flash-preview,high,7,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,dd81d5d0-127d-41ab-98bf-d4180f634aef
Australia,anthropic.claude-4.5-haiku,high,6,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,60c618bc-d70b-4a52-b62c-704538ce5148
Australia,xai.grok-4-fast-non-reasoning,none,4,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,4ee48c1d-271b-4e69-a85c-741439e6a530
Australia,xai.grok-4-fast-non-reasoning,none,9,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,35b5c87d-b06e-460d-85be-1a79b2d50d0e
Australia,google.gemini-3-flash-preview,high,5,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,b00f71ac-aab2-414a-81d5-0150d206ffe6
Australia,google.gemini-3-flash-preview,high,6,1,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,6630ed1d-8c31-4f41-b2cd-249c5c474d42
Australia,google.gemini-3-flash-preview,high,2,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,0eee3f58-469a-42e5-b400-98c6a1b690f4
Australia,google.gemini-3-flash-preview,high,3,1,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,ae56ab67-c191-4540-8c81-80cf6860bc60
Australia,google.gemini-3-flash-preview,high,9,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,35c0399f-cb36-4a4d-bb00-4efabae7edce
Australia,google.gemini-3-flash-preview,high,4,1,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,cb99b00d-ef8f-4791-bd83-a00384a9f4f2
