country,model,reasoning,run_number,attempt,TT4G35A,TT4G35B,TT4G35C,TT4G35D,TT4G35E,TT4G35F,TT4G35G,TT4G35H,TT4G35I,TT4G35J,llm_response_id
Australia,anthropic.claude-4.5-haiku,low,5,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,4f592b4c-5186-4eee-a23e-a31c14e56378
Australia,anthropic.claude-4.5-haiku,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,55f9693f-3a5e-4629-85b7-7c49ac6c4342
Australia,xai.grok-4-fast-non-reasoning,none,5,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,3679bca2-ab81-4efe-80ad-0ee0a5d8af27
Australia,anthropic.claude-4.5-haiku,high,5,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,fab9ed48-b10b-46ed-860a-1db08ebc26f3
Australia,anthropic.claude-4.5-haiku,low,4,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,8197e9ac-6c3f-44d0-a3e2-530e2e224757
Australia,xai.grok-4-fast-non-reasoning,none,2,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,bcd10302-4b12-456d-874f-cf74cd588057
Australia,anthropic.claude-4.5-haiku,high,3,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,babe08b7-f806-4a46-8e77-be7f4365c6fc
Australia,xai.grok-4-fast-reasoning,high,6,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,cea010a5-ff97-4858-bdf6-02adc1a4d98f
Australia,xai.grok-4-fast-reasoning,high,4,1,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,6bd44a90-d235-45d1-8553-db4eda1b9533
Australia,xai.grok-4-fast-reasoning,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,054410b0-2665-4b64-a2b9-c06a3a75eeec
Australia,anthropic.claude-4.5-haiku,high,6,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,16ceffb3-6f42-47fd-819f-e0a7692ffc54
Australia,xai.grok-4-fast-reasoning,high,5,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,c6070807-6e9f-4f46-a433-40f2c5282ba0
Australia,xai.grok-4-fast-reasoning,high,3,1,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,27ab6a6c-f07a-4f2e-a494-a6eeb4112ced
Australia,anthropic.claude-4.5-haiku,low,10,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,27c17635-7c62-43b4-af3e-fdfa1dc73028
Australia,google.gemini-3-flash-preview,high,9,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,997e9683-d2f8-4ee5-8da7-64134413e677
Australia,google.gemini-3-flash-preview,high,1,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,40ec31d4-90c2-421c-b34e-b659a4ce53dc
Australia,google.gemini-3-flash-preview,high,10,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,4ceff0b8-7d77-4fea-acef-d1682ad60d18
Australia,google.gemini-3-flash-preview,high,2,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,d368c687-c285-4dee-adc0-81ecbb5aabbe
Australia,google.gemini-3-flash-preview,high,8,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,71c4981d-4c4c-45bb-a6e5-4c4b8a5bd9b6
Australia,google.gemini-3-flash-preview,high,6,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,adbc2d9b-38e9-4f1c-9567-593526f90e74
Australia,anthropic.claude-4.5-haiku,high,9,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,2e5ac656-74c8-4248-a694-ac63ab278594
Australia,google.gemini-3-flash-preview,high,4,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,8c4c43d3-6afc-4831-b077-50d45c7f72ad
Australia,anthropic.claude-4.5-haiku,high,2,1,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,c6913127-5104-4ba5-a566-0e570f08135c
Australia,google.gemini-3-flash-preview,high,5,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,13f33575-80fe-4c37-b08e-4aec5e949964
Australia,google.gemini-3-flash-preview,high,7,1,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,aa5a63b2-b2e2-452f-a94d-e2834d734267
Australia,google.gemini-3-flash-preview,high,3,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,7e245933-31bb-47f5-aaa1-8e2db2f4307d
