country,model,reasoning,run_number,attempt,TT4G35A,TT4G35B,TT4G35C,TT4G35D,TT4G35E,TT4G35F,TT4G35G,TT4G35H,TT4G35I,TT4G35J,llm_response_id
Australia,google.gemini-3-flash-preview,high,1,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,e9b898ac-428a-4b6d-8b1c-836eb1b52c80
Australia,xai.grok-4-fast-reasoning,high,5,1,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,2dd668a3-168f-4bda-bf5a-21eeee6d0dff
Australia,anthropic.claude-4.5-haiku,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,23989233-5163-49d4-a89e-e491a7245017
Australia,anthropic.claude-4.5-haiku,low,1,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,2fa80a94-a3b7-403a-8ee5-b1508f01eb36
Australia,xai.grok-4-fast-reasoning,high,1,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,7f95b333-0c39-4aab-9655-31e0986e1013
Australia,anthropic.claude-4.5-haiku,low,2,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,9e5bbc21-1c33-4e86-9d97-2c17ce156415
Australia,anthropic.claude-4.5-haiku,low,3,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,26b6b904-0abb-41a0-b850-04c306d41292
Australia,xai.grok-4-fast-reasoning,high,8,1,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,4ef4212c-3bfd-4d79-b94c-0a1653951273
Australia,xai.grok-4-fast-reasoning,high,7,1,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,243f3ad8-bedc-421b-a227-e25b7cc3d413
Australia,anthropic.claude-4.5-haiku,high,4,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,6916096e-6a5d-4ab5-b974-6e3fb44ad5fd
Australia,anthropic.claude-4.5-haiku,high,7,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,103ffc09-d152-45a6-8c28-fb35c8705509
Australia,anthropic.claude-4.5-haiku,low,9,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,cd178e92-d0e2-4396-8a3a-b406765318b1
Australia,anthropic.claude-4.5-haiku,high,9,1,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,7c6ac491-da19-4c47-b6bd-8c6e7ab8cbed
Australia,anthropic.claude-4.5-haiku,low,5,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5ad94b47-748b-4cfe-ae42-a1c0969bfbb9
Australia,anthropic.claude-4.5-haiku,high,6,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,0c5f3d5b-4b0a-4eec-9f87-0e72348cd5a9
Australia,google.gemini-3-flash-preview,high,9,1,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,174f5c62-8516-4282-8fe4-ced650ca759e
Australia,google.gemini-3-flash-preview,high,8,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,fe5e3e6b-b88b-49ca-b866-78624791fc46
Australia,anthropic.claude-4.5-haiku,high,2,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,ba2945da-41f9-4132-b935-ff1b859f2c43
Australia,google.gemini-3-flash-preview,high,10,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,56896e0c-9ec3-4e4d-91ea-eff38850c16c
Australia,anthropic.claude-4.5-haiku,low,10,1,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,8a62530f-25c8-4faf-b43e-9610cb6d8867
Australia,google.gemini-3-flash-preview,high,2,1,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,c7ccb883-442a-4ef7-be95-73f636bb350c
Australia,google.gemini-3-flash-preview,high,4,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,abd93e08-0862-42ce-a715-493c81e35dd7
Australia,google.gemini-3-flash-preview,high,6,1,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,19491c11-da47-44eb-a9e7-a78d6fded44d
Australia,google.gemini-3-flash-preview,high,7,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,2d7b3813-e573-4ba3-bc3f-108b4719a279
Australia,google.gemini-3-flash-preview,high,3,1,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,19053fde-c2b0-42bc-b48c-a2aef5306705
Australia,google.gemini-3-flash-preview,high,5,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,eb1f28ea-2954-49a9-9bc1-a844093a471e
