country,question_id,run_number,attempt,response_from_llm,response_score,model,llm_response_id
Italy,TT4G35I,1,1,Agree,3,gpt-5.2,78f7115b-d5f6-4845-a812-eac761b0d5f4
Kazakhstan,TT4G35B,1,1,Agree,3,gpt-5.2,6b5c12ce-dd0c-46cb-b01a-9c573e45f9e1
Kazakhstan,TT4G35A,1,1,Agree,3,gpt-5.2,a2515b57-0ecb-44e5-9e4b-4ba0c80406ee
Kazakhstan,TT4G35C,1,1,Agree,3,gpt-5.2,d30983da-bbd5-43c0-816a-909dbc312c38
Kazakhstan,TT4G35D,1,1,Agree,3,gpt-5.2,0005e43e-6af2-41cc-a7f8-c197356852f6
Kazakhstan,TT4G35E,1,1,Agree,3,gpt-5.2,f7767405-8ccb-4d44-933d-2981d1668218
Kazakhstan,TT4G35F,1,1,Agree,3,gpt-5.2,68885245-f0e7-47b5-96c6-f1b8427fcccd
Kazakhstan,TT4G35G,1,1,Agree,3,gpt-5.2,20270faf-acf8-41f0-9d75-8fa51d15e984
Kazakhstan,TT4G35H,1,1,Agree,3,gpt-5.2,93dbb10e-18fb-46d1-baf8-6aec601770e8
Kazakhstan,TT4G35I,1,1,Agree,3,gpt-5.2,c8f8038f-bf89-4c79-86b4-d4056ae8daf3
Kazakhstan,TT4G35J,1,1,Agree,3,gpt-5.2,ccd40d09-a5bd-4f8d-a4d3-4c296e00b3d3
Lithuania,TT4G35A,1,1,Agree,3,gpt-5.2,829f0ac6-abce-4d67-ae9e-0237f7723e8e
Lithuania,TT4G35B,1,1,Agree,3,gpt-5.2,e32b7915-0d39-424e-a535-a27674e6ffd6
Lithuania,TT4G35C,1,1,Agree,3,gpt-5.2,541906b7-e639-4efb-8a18-1797fbed7c93
Lithuania,TT4G35D,1,1,Agree,3,gpt-5.2,875f035e-9231-4da5-9240-ec7439340837
Lithuania,TT4G35E,1,1,Agree,3,gpt-5.2,1fff5b19-1f76-4973-a8e6-0f20695ac1b4
Lithuania,TT4G35F,1,1,Agree,3,gpt-5.2,f49f6d18-9b55-4481-9c7b-ab4ae7525adb
Lithuania,TT4G35G,1,1,Agree,3,gpt-5.2,b689b8b3-2954-46e6-861a-f04e5119b5cd
Lithuania,TT4G35H,1,1,Agree,3,gpt-5.2,61731622-87df-4a01-b1f8-337d85d3641b
Lithuania,TT4G35I,1,1,Agree,3,gpt-5.2,b7d3d5be-e0a7-46eb-9599-4138c55f5d3e
Lithuania,TT4G35J,1,1,Agree,3,gpt-5.2,9da67fcd-7ada-4936-bb73-07982d8821ca
Latvia,TT4G35A,1,1,Agree,3,gpt-5.2,3f1d649b-9029-47a3-a0e1-938ab1e92ba3
Latvia,TT4G35B,1,1,Agree,3,gpt-5.2,96592859-29e1-443b-9293-3dd9b22b5478
Latvia,TT4G35C,1,1,Agree,3,gpt-5.2,86eb88f6-9c3f-438d-8c4d-a412bfe1bf67
Latvia,TT4G35D,1,1,Agree,3,gpt-5.2,526e189b-729a-409e-8f67-4cac35fd2dbf
Latvia,TT4G35E,1,1,Agree,3,gpt-5.2,dce7432b-cb63-4d7f-a510-14a4e1c9dba4
Latvia,TT4G35F,1,1,Agree,3,gpt-5.2,b756dfd2-2498-4691-8d72-c56012c19f28
Latvia,TT4G35G,1,1,Strongly agree,4,gpt-5.2,aa3e2f74-85ee-4d55-94d0-c70794038868
Latvia,TT4G35H,1,1,Agree,3,gpt-5.2,3640490c-7959-4362-a0f6-5d3dfde9d663
Latvia,TT4G35I,1,1,Agree,3,gpt-5.2,05615d2a-d5a2-4a34-9a6e-f554efb22a99
Latvia,TT4G35J,1,1,Agree,3,gpt-5.2,90298699-64d6-40b8-a5d1-a827aede01e8
Republic of North Macedonia,TT4G35A,1,1,Agree,3,gpt-5.2,b751a0d9-24f4-4663-a9f7-0280a1e59adb
Republic of North Macedonia,TT4G35B,1,1,Agree,3,gpt-5.2,39e8ab60-7071-4d1b-9c43-7af4dc81a1b1
Republic of North Macedonia,TT4G35C,1,1,Agree,3,gpt-5.2,a23f4705-1756-4775-a86a-6207ddec7efb
Republic of North Macedonia,TT4G35D,1,1,Agree,3,gpt-5.2,9538e219-a460-4c03-ac4e-fb2c8905bd06
Republic of North Macedonia,TT4G35E,1,1,Agree,3,gpt-5.2,7b96b311-db6b-4dac-b8f5-f791ff29e2c7
Republic of North Macedonia,TT4G35F,1,1,Agree,3,gpt-5.2,64eb4a6d-f494-40a3-a69d-bca0dd8411e2
Republic of North Macedonia,TT4G35G,1,1,Agree,3,gpt-5.2,97a653e1-698c-4648-8c71-299469a2d3cd
Republic of North Macedonia,TT4G35H,1,1,Agree,3,gpt-5.2,c2cfd076-8716-4c08-aba0-9fc131853165
Republic of North Macedonia,TT4G35I,1,1,Agree,3,gpt-5.2,08c19cab-8c5d-4040-9593-d10384c9fc99
Republic of North Macedonia,TT4G35J,1,1,Disagree,2,gpt-5.2,31842728-6d1b-46f8-932c-de5acd54d94b
Malta,TT4G35A,1,1,Agree,3,gpt-5.2,ad75fdb7-863d-40df-8e67-6763fc293c07
Malta,TT4G35B,1,1,Agree,3,gpt-5.2,fa86d8d1-ec9a-460f-92ae-79a8b91c3432
Malta,TT4G35C,1,1,Agree,3,gpt-5.2,7d83e641-4547-4a7e-ac33-2f4433b7cac3
Malta,TT4G35D,1,1,Agree,3,gpt-5.2,1a956ab4-519e-4c8c-9fac-c0f0fce8bb0c
Malta,TT4G35E,1,1,Agree,3,gpt-5.2,7f16c8fd-eab0-45b8-a953-e7e2d7abbc72
Malta,TT4G35F,1,1,Strongly agree,4,gpt-5.2,bfe68649-fcdf-4b05-8531-905df4f4113b
Malta,TT4G35G,1,1,Agree,3,gpt-5.2,a394dbfb-e732-4e75-b241-9f31ed1eb08a
Malta,TT4G35H,1,1,Agree,3,gpt-5.2,37ce0cdc-cc6b-4765-8aa4-935e2a675931
Malta,TT4G35I,1,1,Agree,3,gpt-5.2,39a5ea90-c6aa-435c-9e20-33340d706bf1
Malta,TT4G35J,1,1,Agree,3,gpt-5.2,3820ef99-2030-4260-8696-1125a63feb25
Montenegro,TT4G35A,1,1,Agree,3,gpt-5.2,b2c7ead4-1f31-41fa-b77c-bc82be7330f6
Montenegro,TT4G35B,1,1,Agree,3,gpt-5.2,44c7f05c-283f-419e-a1e5-78975d476849
Montenegro,TT4G35C,1,1,Agree,3,gpt-5.2,4fc95185-bd82-49f2-a165-85e2cf9e3ec1
Montenegro,TT4G35D,1,1,Agree,3,gpt-5.2,b8216bf9-5d55-42a0-a750-bf7b6a1ce9ab
Montenegro,TT4G35E,1,1,Agree,3,gpt-5.2,c2867155-b34f-4ccf-bdc0-800f03a53d91
Montenegro,TT4G35F,1,1,Agree,3,gpt-5.2,098f884a-3c73-42b6-923d-0c053a1005f1
Montenegro,TT4G35G,1,1,Strongly agree,4,gpt-5.2,8ccdb8ea-adaa-4a9b-bb00-4c239e89ee5c
Montenegro,TT4G35H,1,1,Agree,3,gpt-5.2,5c6b1a5b-cc5a-4781-aa8d-09c7728baed0
Montenegro,TT4G35I,1,1,Agree,3,gpt-5.2,cb1ae070-9b99-4b5f-907c-abd9ec0eb21b
Montenegro,TT4G35J,1,1,Agree,3,gpt-5.2,7b522b97-4d46-435c-a95b-ae63f21ffec1
Norway,TT4G35A,1,1,Agree,3,gpt-5.2,8ef2730e-7705-46e1-8051-3538b59d4725
Norway,TT4G35B,1,1,Agree,3,gpt-5.2,a043fa6f-4b6b-472b-b607-d55605109019
Norway,TT4G35C,1,1,Agree,3,gpt-5.2,be1b4f04-d9f5-4206-a4c4-6d9399d1581a
Norway,TT4G35D,1,1,Agree,3,gpt-5.2,637099f0-d527-4c60-b7b6-ad195e4c6326
Norway,TT4G35E,1,1,Agree,3,gpt-5.2,99ce199e-bcda-4364-bfec-85a70e16f13c
Norway,TT4G35F,1,1,Strongly agree,4,gpt-5.2,51b1d4c2-5392-4cc8-a225-ea206a210443
Norway,TT4G35G,1,1,Strongly agree,4,gpt-5.2,679418a8-4636-4c19-a418-193fd2ed0853
Norway,TT4G35H,1,1,Agree,3,gpt-5.2,30305831-cfa3-47da-b620-a2fc17aba3d7
Norway,TT4G35I,1,1,Agree,3,gpt-5.2,2d3aed0a-17fc-43df-8b8d-a75135719ce2
Norway,TT4G35J,1,1,Agree,3,gpt-5.2,8e9c37c1-5351-4788-9e33-47951eaac19b
Poland,TT4G35A,1,1,Agree,3,gpt-5.2,7e20f0fe-4240-4987-b074-3fff27d71be1
Poland,TT4G35B,1,1,Agree,3,gpt-5.2,97156b1e-5215-4322-be4e-8df1d0ed91ea
Poland,TT4G35C,1,1,Agree,3,gpt-5.2,93c6703b-cfe7-4359-9bfd-03fa15305808
Poland,TT4G35E,1,1,Agree,3,gpt-5.2,0d18d819-c9bc-4a3b-9504-eeb0ca85aa88
Poland,TT4G35D,1,1,Agree,3,gpt-5.2,55cdc9e2-7d75-45b6-9aed-c125fb942761
Poland,TT4G35F,1,1,Agree,3,gpt-5.2,2156de8f-6209-4c22-a9c8-070137491ade
Poland,TT4G35G,1,1,Agree,3,gpt-5.2,90ce383b-0ce6-464e-a22e-1d3699872154
Poland,TT4G35H,1,1,Agree,3,gpt-5.2,0112f9bf-e491-4897-a8c2-799ded0762d1
Poland,TT4G35I,1,1,Agree,3,gpt-5.2,0bc2ada8-142a-409a-94b9-676493beb68a
Poland,TT4G35J,1,1,Agree,3,gpt-5.2,070fbd92-c6cd-4f79-8bc8-a5413d5a30e5
Portugal,TT4G35A,1,1,Agree,3,gpt-5.2,a892214a-1f1f-4ed5-8e2c-75aaf7adb000
Portugal,TT4G35B,1,1,Agree,3,gpt-5.2,63252f92-1209-40eb-b33e-7ce89178b265
Portugal,TT4G35C,1,1,Agree,3,gpt-5.2,0129fa92-6d21-41ac-ba35-13181f10407e
Portugal,TT4G35D,1,1,Agree,3,gpt-5.2,50977eb7-8e38-4a96-8911-f629b3b6f9d1
Portugal,TT4G35E,1,1,Agree,3,gpt-5.2,d840cbde-f907-4969-b983-2e0344f0db9a
Portugal,TT4G35F,1,1,Agree,3,gpt-5.2,f455e6cb-fc93-495b-9f65-667a1084b9a0
Portugal,TT4G35G,1,1,Agree,3,gpt-5.2,5c4f427d-e82b-4e53-8407-c1ee31a87f3b
Portugal,TT4G35H,1,1,Agree,3,gpt-5.2,3aa95ea7-1f2f-407b-9eba-f920256fed5b
Portugal,TT4G35I,1,1,Agree,3,gpt-5.2,93412093-a808-419a-8357-d340feb765ce
Portugal,TT4G35J,1,1,Agree,3,gpt-5.2,992e8258-177d-4a77-85ad-ede964df8267
Romania,TT4G35A,1,1,Agree,3,gpt-5.2,25ed5fca-98d0-46ae-8fcc-22ea9e3e8543
Romania,TT4G35B,1,1,Agree,3,gpt-5.2,0105b1b3-3dbe-4d70-b18f-5f9df1462574
Romania,TT4G35C,1,1,Agree,3,gpt-5.2,04af89a1-0e56-4a49-9f22-9a911b0a06df
Romania,TT4G35D,1,1,Agree,3,gpt-5.2,863573fd-8bf5-4abb-baf5-715bdaea2a85
Romania,TT4G35E,1,1,Agree,3,gpt-5.2,9dda2b39-2d63-4347-af1d-4e2cee7060a1
Romania,TT4G35F,1,1,Agree,3,gpt-5.2,09c33528-88f6-4a5f-8032-d99fb856f381
Romania,TT4G35G,1,1,Strongly agree,4,gpt-5.2,1a434fd6-940c-4a75-8294-fb490ad40967
Romania,TT4G35H,1,1,Agree,3,gpt-5.2,6a65e86c-775d-4fb3-88d8-86451a4d745b
Romania,TT4G35I,1,1,Agree,3,gpt-5.2,3642d2f0-67a4-413c-a8a2-59f392322186
Romania,TT4G35J,1,1,Agree,3,gpt-5.2,2f7f834f-0932-4510-9f6c-eb417426e0fa
Singapore,TT4G35A,1,1,Agree,3,gpt-5.2,31dcf746-2abe-48a2-be11-325a93b521d2
Singapore,TT4G35B,1,1,Agree,3,gpt-5.2,ea0a3735-7618-4cbc-b0eb-79b1f02319fa
Singapore,TT4G35C,1,1,Agree,3,gpt-5.2,cd0b1782-8691-4893-8d2f-be96c5e38fb4
Singapore,TT4G35D,1,1,Agree,3,gpt-5.2,c5875edc-c552-4e93-a7a0-f05531ca46e2
Singapore,TT4G35E,1,1,Agree,3,gpt-5.2,b612fb68-1041-45d5-8d16-f44564f5736c
Singapore,TT4G35F,1,1,Strongly agree,4,gpt-5.2,3d68391f-67c2-4558-acf4-36121303e702
Singapore,TT4G35G,1,1,Agree,3,gpt-5.2,4679e6d6-6f34-42a4-a4e7-264a1cd3639a
Singapore,TT4G35H,1,1,Agree,3,gpt-5.2,e60a77d4-7acc-440d-a420-2ddae30c33ab
Singapore,TT4G35I,1,1,Agree,3,gpt-5.2,c2b80414-3a31-4453-8ffa-b3ed6589b1a9
Singapore,TT4G35J,1,1,Agree,3,gpt-5.2,ed38fdd0-17c0-4b87-8b29-c1ff26b97c5a
Serbia,TT4G35A,1,1,Agree,3,gpt-5.2,6eae0016-ece2-4dae-8445-21a00fcfa46e
Serbia,TT4G35B,1,1,Agree,3,gpt-5.2,b555ac7a-48ba-4f3b-8dd9-ee5fe237d07e
Serbia,TT4G35C,1,1,Agree,3,gpt-5.2,dbfe501e-6ff3-4feb-8771-3c70a626dd80
Serbia,TT4G35D,1,1,Agree,3,gpt-5.2,aca24f5b-0953-4bab-8e53-7bf3d42d1f9c
Serbia,TT4G35E,1,1,Agree,3,gpt-5.2,6878067f-1e01-4206-ade3-c70dea929417
Serbia,TT4G35F,1,1,Strongly agree,4,gpt-5.2,f7a077be-5206-4782-b51b-2b29f7e5ab83
Serbia,TT4G35G,1,1,Strongly agree,4,gpt-5.2,ad6132f7-1a5d-49f9-b0fb-e9095f9103a5
Serbia,TT4G35H,1,1,Agree,3,gpt-5.2,5476ff19-470f-4905-998c-a6a98212c5c7
Serbia,TT4G35I,1,1,Agree,3,gpt-5.2,b38528ae-726a-46ec-85dc-00d6ba6f1f69
Serbia,TT4G35J,1,1,Agree,3,gpt-5.2,bf4a1eb8-4b99-46b9-823a-216f9e585389
Slovak Republic,TT4G35A,1,1,Agree,3,gpt-5.2,0ea9704e-b8c6-4438-a803-0bf47670b9bd
Slovak Republic,TT4G35B,1,1,Agree,3,gpt-5.2,3c816547-d009-4494-b28a-5375da0c1ec5
Slovak Republic,TT4G35C,1,1,Agree,3,gpt-5.2,c643d4ab-4bfa-4e31-b67e-1282f63ea0e8
Slovak Republic,TT4G35D,1,1,Agree,3,gpt-5.2,3809874a-bbdd-4ccc-bc01-e256df4c251b
Slovak Republic,TT4G35E,1,1,Agree,3,gpt-5.2,1293c79e-d91a-4302-a1ce-e7831ae9270d
Slovak Republic,TT4G35F,1,1,Agree,3,gpt-5.2,d95ca8c9-5809-4c24-b25c-7e601bc2da38
Slovak Republic,TT4G35G,1,1,Agree,3,gpt-5.2,c65bdf8f-c9cc-4e77-923f-a7bd9d9f0348
Slovak Republic,TT4G35H,1,1,Agree,3,gpt-5.2,02918280-17b6-4216-9248-5d853c08ba3c
Slovak Republic,TT4G35I,1,1,Agree,3,gpt-5.2,a758f71e-249a-4767-a309-340e8e577caf
Slovak Republic,TT4G35J,1,1,Agree,3,gpt-5.2,b3423c52-5895-45eb-a8bd-158091d0c5b1
Sweden,TT4G35A,1,1,Agree,3,gpt-5.2,83022978-0462-4247-8a0d-371f60a6ecbd
Sweden,TT4G35B,1,1,Agree,3,gpt-5.2,63c60e40-3067-4da1-978a-3c7c32b17700
Sweden,TT4G35C,1,1,Agree,3,gpt-5.2,3a8eb477-76e3-4c18-8abd-65d1eb0d2aeb
Sweden,TT4G35D,1,1,Agree,3,gpt-5.2,b45462c6-c0c8-4263-b2da-46d45a996713
Sweden,TT4G35E,1,1,Agree,3,gpt-5.2,242ddee1-4376-4f1b-a125-2c0c2dd77055
Sweden,TT4G35F,1,1,Agree,3,gpt-5.2,90fd8ede-9abd-4157-ae8f-149a3d7195b2
Sweden,TT4G35G,1,1,Agree,3,gpt-5.2,edbb93fc-2426-432c-b264-da03d0ddc98b
Sweden,TT4G35H,1,1,Agree,3,gpt-5.2,816de3b9-b598-490e-91c6-f41d28f29ff7
Sweden,TT4G35I,1,1,Agree,3,gpt-5.2,31ddd321-7f8c-4f22-b510-8fe09467e9e3
Sweden,TT4G35J,1,1,Agree,3,gpt-5.2,8f5ac669-4c1f-4724-a3b7-097b08a7f0c5
United States,TT4G35A,1,1,Agree,3,gpt-5.2,28334507-6f8d-4a83-ab52-ec559c95e2e0
United States,TT4G35B,1,1,Agree,3,gpt-5.2,88aabde7-72bb-4e8b-92a8-678eb46f178c
United States,TT4G35C,1,1,Agree,3,gpt-5.2,a8e11eaf-fc34-4f99-aaf9-d38ac4320c96
United States,TT4G35D,1,1,Agree,3,gpt-5.2,3c63668f-2ff6-4a2b-8cdf-fd4cadce13db
United States,TT4G35E,1,1,Agree,3,gpt-5.2,76dcf904-42dd-409b-b867-596ffd6b1af0
United States,TT4G35F,1,1,Strongly agree,4,gpt-5.2,dd53fa62-7b4b-4b85-b175-128509428481
United States,TT4G35G,1,1,Strongly agree,4,gpt-5.2,0db30b07-c71b-41ee-9807-a89d0fb05228
United States,TT4G35H,1,1,Agree,3,gpt-5.2,ca2888fa-7490-4414-a307-24572d33c724
United States,TT4G35I,1,1,Agree,3,gpt-5.2,ff848966-5c11-4a93-b36c-aaa2f0237471
United States,TT4G35J,1,1,Agree,3,gpt-5.2,14cbd5d8-27f9-40da-8a8b-95271a1ae0e5
Uzbekistan,TT4G35A,1,1,Agree,3,gpt-5.2,8632dcc6-0921-468f-823e-785b292a7505
Uzbekistan,TT4G35B,1,1,Agree,3,gpt-5.2,c660c710-72fe-4795-92b5-7c062cb9e3e2
Uzbekistan,TT4G35C,1,1,Agree,3,gpt-5.2,30569662-11c1-49e5-a0b1-0132c4eb6286
Uzbekistan,TT4G35D,1,1,Agree,3,gpt-5.2,f9f94ca3-66c8-49bc-8567-f396b0ec23b3
Uzbekistan,TT4G35E,1,1,Agree,3,gpt-5.2,02a684a6-4306-44d8-9c1c-413eea47caed
Uzbekistan,TT4G35F,1,1,Agree,3,gpt-5.2,b5d082f2-2237-4a0f-a92c-651934d9fd37
Uzbekistan,TT4G35G,1,1,Agree,3,gpt-5.2,a2d7105c-9fd6-460f-b521-dba3d2adc9f3
Uzbekistan,TT4G35H,1,1,Agree,3,gpt-5.2,7871eadb-a367-4fc2-8ae8-98216bbb3c85
Uzbekistan,TT4G35I,1,1,Agree,3,gpt-5.2,055a6b84-d8ad-40fd-8a15-9d3d559d1b45
Uzbekistan,TT4G35J,1,1,Agree,3,gpt-5.2,a14b4cb7-0acb-4386-ab88-d18792238720
Viet Nam,TT4G35A,1,1,Agree,3,gpt-5.2,5e4d965f-5ab7-41fe-82e1-33e0717013b4
Viet Nam,TT4G35B,1,1,Agree,3,gpt-5.2,15817306-7414-4f68-b897-2031f476d34b
Viet Nam,TT4G35C,1,1,Agree,3,gpt-5.2,6f9f8db5-827d-4ad1-8f72-18628c060a75
Viet Nam,TT4G35D,1,1,Agree,3,gpt-5.2,20510dbc-4a19-4735-b92a-1884ab3bdd23
Viet Nam,TT4G35E,1,1,Agree,3,gpt-5.2,4c57202e-fd50-4e2b-afde-edecdc72a6ce
Viet Nam,TT4G35F,1,1,Strongly agree,4,gpt-5.2,97f85b60-e299-4f3f-993d-b700c9e0e737
Viet Nam,TT4G35G,1,1,Agree,3,gpt-5.2,958ec2b2-9ee5-4667-9ace-8470a0970f16
Viet Nam,TT4G35H,1,1,Agree,3,gpt-5.2,65cbed39-e05c-4fdd-bcd0-dbf5b67bd3fd
Viet Nam,TT4G35I,1,1,Agree,3,gpt-5.2,aa62830b-4c34-4904-b40a-585ccc8f5f9b
Viet Nam,TT4G35J,1,1,Agree,3,gpt-5.2,fc6a54f0-08e4-4365-b063-80e38f57379f
Kosovo,TT4G35A,1,1,Agree,3,gpt-5.2,f13c5854-b7c6-4f65-8a5d-4606c4239e1c
Kosovo,TT4G35B,1,1,Agree,3,gpt-5.2,e4083884-d045-40a2-9fde-87bcb57c4587
Kosovo,TT4G35C,1,1,Agree,3,gpt-5.2,72b4b4b6-b034-4816-87f0-1b37780eb499
Kosovo,TT4G35D,1,1,Agree,3,gpt-5.2,95e14327-0c80-4d99-8e34-3e32c7699cab
Kosovo,TT4G35E,1,1,Agree,3,gpt-5.2,4c6c9c12-11df-4bd6-9df2-43a352937d85
Kosovo,TT4G35F,1,1,Agree,3,gpt-5.2,48e898c6-f16a-40ed-b5e0-86bfb220e37b
Kosovo,TT4G35G,1,1,Agree,3,gpt-5.2,06003518-1d8e-4e50-a99e-718a150913ec
Kosovo,TT4G35H,1,1,Agree,3,gpt-5.2,46379590-ce65-40df-99ed-fe23e03067b7
Kosovo,TT4G35I,1,1,Agree,3,gpt-5.2,58314c2a-072a-42d7-94f1-584346f83767
Kosovo,TT4G35J,1,1,Agree,3,gpt-5.2,b3338bc8-c5d5-434a-a808-7583694e31ba
South Africa,TT4G35A,1,1,Agree,3,gpt-5.2,2de48884-1621-4178-92e6-45078f10dece
South Africa,TT4G35B,1,1,Agree,3,gpt-5.2,cd59c523-3d91-4f50-bef9-918b40eed1a0
South Africa,TT4G35C,1,1,Agree,3,gpt-5.2,0a2de8e5-de0d-4111-a9e8-9c067855faef
South Africa,TT4G35D,1,1,Agree,3,gpt-5.2,7b917ba0-0444-4096-9183-0c7ee49a5ff2
South Africa,TT4G35E,1,1,Agree,3,gpt-5.2,2d82f575-45b7-41c6-b502-df9a7be19a78
South Africa,TT4G35F,1,1,Strongly agree,4,gpt-5.2,ff729193-c5fe-4e28-a95a-f51742614275
South Africa,TT4G35G,1,1,Agree,3,gpt-5.2,020d8582-ee72-4ee5-bf1b-ce82477f7aa3
South Africa,TT4G35H,1,1,Agree,3,gpt-5.2,ebc58f30-44b6-4ac0-90c5-df15bc5609d8
South Africa,TT4G35I,1,1,Agree,3,gpt-5.2,a9ff958c-2a4d-487d-8b56-15c996688db6
South Africa,TT4G35J,1,1,Agree,3,gpt-5.2,dc744865-7760-4ae8-9650-e99df56094cb
United Arab Emirates,TT4G35A,1,1,Strongly agree,4,gpt-5.1,e0574f59-d6ea-4a98-8137-dbe6496c8071
United Arab Emirates,TT4G35B,1,1,Strongly agree,4,gpt-5.1,e3d38c79-5787-4e61-8fcc-e7c377eb84d0
United Arab Emirates,TT4G35C,1,1,Agree,3,gpt-5.1,6b24a01b-e72b-4c5c-a18e-cfdb1cc8502a
United Arab Emirates,TT4G35D,1,1,Agree,3,gpt-5.1,8800100f-5e5c-4eb1-a1c5-0dff375a9768
United Arab Emirates,TT4G35E,1,1,Strongly agree,4,gpt-5.1,b2bae248-6b39-4e8c-a57e-16e5a18c6486
United Arab Emirates,TT4G35F,1,1,Strongly agree,4,gpt-5.1,f6d91c89-444c-4a06-bf96-e5f6336dfc43
United Arab Emirates,TT4G35G,1,1,Strongly agree,4,gpt-5.1,626dab61-9386-4a4c-bfbb-d7aead3a75f6
United Arab Emirates,TT4G35H,1,1,Agree,3,gpt-5.1,af90c7bd-e8c0-4c55-8d55-ddd8e9353914
United Arab Emirates,TT4G35I,1,1,Agree,3,gpt-5.1,efafcf48-0850-4606-ab3b-92b12fe7ae12
United Arab Emirates,TT4G35J,1,1,Disagree,2,gpt-5.1,da3e2f07-1d88-49a1-bbb1-5df81e98d169
Australia,TT4G35A,1,1,Agree,3,gpt-5.1,d469523d-58a9-45f7-a652-d41cd56d9945
Australia,TT4G35B,1,1,Agree,3,gpt-5.1,fa0bf72e-964b-4fa0-bc4e-f4a6a72260cd
Australia,TT4G35C,1,1,Agree,3,gpt-5.1,3d2b70cf-d7c4-4b16-b6d6-b54707c95976
Australia,TT4G35D,1,1,Agree,3,gpt-5.1,8c90782b-51b6-4611-9e90-b9c70f3da6fd
Australia,TT4G35E,1,1,Agree,3,gpt-5.1,3f4dbd73-14d3-4774-8859-2c7a89df7ed5
Australia,TT4G35F,1,1,Strongly agree,4,gpt-5.1,1148e9db-e57e-4e30-b795-ba56c003af51
Australia,TT4G35G,1,1,Strongly agree,4,gpt-5.1,7755ec74-b504-48c9-9e79-915aebc679ca
Australia,TT4G35H,1,1,Agree,3,gpt-5.1,6fdd6727-d4f1-4abb-81b1-38b30a915501
Australia,TT4G35I,1,1,Agree,3,gpt-5.1,b8073245-8a2d-455a-b021-fb0451cab905
Australia,TT4G35J,1,1,Disagree,2,gpt-5.1,e37b8dc2-6360-4529-92f3-ec487e9d42a9
Belgium,TT4G35A,1,1,Agree,3,gpt-5.1,268ee303-a5d2-43d4-a9c9-43e1c796e0f6
Belgium,TT4G35B,1,1,Agree,3,gpt-5.1,06bdf04a-d01c-4345-9701-b68576a8cbb6
Belgium,TT4G35C,1,1,Agree,3,gpt-5.1,dc2a2c25-b097-4063-841c-dd0e973e7060
Belgium,TT4G35D,1,1,Agree,3,gpt-5.1,9d75d8eb-31b7-493d-9509-d1d41b402fd1
Belgium,TT4G35E,1,1,Agree,3,gpt-5.1,92cd7666-f142-4037-b5bb-c0831ae38601
Belgium,TT4G35F,1,1,Strongly agree,4,gpt-5.1,2cd831e7-1339-4467-ba6c-07afa70f5570
Belgium,TT4G35G,1,1,Strongly agree,4,gpt-5.1,2af3cd88-2d64-4661-940b-988097cfbed5
Belgium,TT4G35H,1,1,Agree,3,gpt-5.1,9a16faad-365e-4342-b6d8-ee498b1794aa
Belgium,TT4G35I,1,1,Agree,3,gpt-5.1,fad76748-36fe-4cd5-98e6-d492bc1b912e
Belgium,TT4G35J,1,1,Disagree,2,gpt-5.1,0e3a38ce-4666-4f0f-852c-c16aea02ea2d
Flemish Comm. (Belgium),TT4G35A,1,1,Agree,3,gpt-5.1,d09432a6-0226-42a3-acfd-528cc3726d0a
Flemish Comm. (Belgium),TT4G35B,1,1,Agree,3,gpt-5.1,9c58b276-d0c8-47be-9a1c-0b3d47588fe3
Flemish Comm. (Belgium),TT4G35C,1,1,Agree,3,gpt-5.1,5791c1cb-ca9e-49e5-b6db-5634cefa6677
Flemish Comm. (Belgium),TT4G35D,1,1,Agree,3,gpt-5.1,ab61cf68-f648-49e2-aa81-dc579ee0a166
Flemish Comm. (Belgium),TT4G35E,1,1,Agree,3,gpt-5.1,edf9724a-ee19-4987-91eb-4d47c01b6b89
Flemish Comm. (Belgium),TT4G35F,1,1,Strongly agree,4,gpt-5.1,d3eb2372-cd1a-4fab-98f9-457e01991bd1
Flemish Comm. (Belgium),TT4G35G,1,1,Strongly agree,4,gpt-5.1,d138f530-29d1-4fee-9902-b2361bc72132
Flemish Comm. (Belgium),TT4G35H,1,1,Agree,3,gpt-5.1,13a3493d-cea9-4cfb-a74b-14dc92ada475
Flemish Comm. (Belgium),TT4G35I,1,1,Agree,3,gpt-5.1,2d36591e-0613-461f-900d-d119cabd64b6
Flemish Comm. (Belgium),TT4G35J,1,1,Disagree,2,gpt-5.1,b3b71789-4d3d-47b9-8573-8c672981bf18
French Comm. (Belgium),TT4G35A,1,1,Agree,3,gpt-5.1,104f218a-060b-4fe1-83d4-cdcf2a9690f1
French Comm. (Belgium),TT4G35B,1,1,Agree,3,gpt-5.1,88564936-4155-4407-93d4-79bc21b40bab
French Comm. (Belgium),TT4G35C,1,1,Agree,3,gpt-5.1,a3c04023-058c-4724-ba75-9b1a8b28b542
French Comm. (Belgium),TT4G35D,1,1,Agree,3,gpt-5.1,f89aeeb7-d6dd-486c-abe3-816ca3e42d5e
French Comm. (Belgium),TT4G35E,1,1,Agree,3,gpt-5.1,0903599a-e054-4e0b-8f41-2c200c4f8e02
French Comm. (Belgium),TT4G35F,1,1,Strongly agree,4,gpt-5.1,ac4b3a53-828c-43cb-9009-b446dd322d44
French Comm. (Belgium),TT4G35G,1,1,Strongly agree,4,gpt-5.1,1b1380aa-2286-4c10-99db-ec5bcf970b79
